qid,language,lang_code,question,context,options,gold,answer_type,category,difficulty,rationale,source
q011,Georgian,geo-GEO,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,German,deu-DEU,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Greek,ell-GRC,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Hebrew,heb-ISR,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Hungarian,hun-HUN,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Icelandic,isl-ISL,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Indonesian,ind-IDN,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Italian,ita-ITA,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Japanese,jpn-JPN,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Kazakh,kaz-KAZ,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Korean,kor-KOR,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Latvian,lav-LVA,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Lithuanian,lit-LTU,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Malay,msa-MYS,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Nynorsk,nno-NOR,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Polish,pol-POL,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Portuguese,por-PRT,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Russian,rus-KAZ,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Serbian / Serb,srp-SRB,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Slovak,slo-SVK,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Slovenian,slv-SVN,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Spanish,esp-ESP,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Swedish,swe-SWE,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Thai,tha-THA,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Turkish,tur-TUR,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q012,Albanian,sqi-ALB,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Arabic,ara-ARE,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Azerbaijani / Azeri,aze-QAZ,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Basque,eus-ESP,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Bokmål,nob-NOR,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Bosnian,bos-BIH,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Bulgarian,bul-BGR,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Catalan,cat-ESP,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Chinese,zho-CHN,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Croatian,hrv-HRV,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Czech,ces-CZE,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Danish,dan-DNK,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Dutch,nld-NLD,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,English,eng-CAN,What do the scientists mentioned in the article and Jared Diamond agree on?,"Did Polynesian Rats Destroy Rapa Nui’s Trees?
By Michael Kimball, Science Reporter
In 2005, Jared Diamond published Collapse. In the book, he described the human settlement of Rapa Nui (also called Easter Island).
The book caused a huge controversy soon after its publication. Many scientists questioned Diamond’s theory of what happened on Rapa Nui. They agreed that the huge trees had disappeared by the time Europeans first arrived on the island in the 18th century, but they did not agree with Jared Diamond’s theory about the cause of the disappearance.
Now, two scientists, Carl Lipo and Terry Hunt, have published a new theory. They believe that the Polynesian rat ate the seeds of the trees, preventing new ones from growing. The rat, they believe, was brought over either accidentally or purposefully on the canoes that the first human settlers used to land on Rapa Nui.
Studies have shown that a population of rats can double every 47 days. That’s a lot of rats to feed. To support their theory, Lipo and Hunt point to the remains of palm nuts that show the gnaw marks made by rats. Of course, they acknowledge that humans did play a role in the destruction of the forests of Rapa Nui. But they believe that the Polynesian rat was an even greater culprit among a series of factors.","[""A) Humans settled Rapa Nui hundreds of years ago."", ""B) Large trees have disappeared from Rapa Nui."", ""C) Polynesian rats ate the seeds of large trees on Rapa Nui."", ""D) Europeans arrived on Rapa Nui in the 18th century.""]",B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Estonian,est-EST,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Finnish,fin-FIN,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,French,fra-FRA,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Galician,glg-ESP,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Georgian,geo-GEO,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,German,deu-DEU,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Greek,ell-GRC,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Hebrew,heb-ISR,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Hungarian,hun-HUN,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Icelandic,isl-ISL,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Indonesian,ind-IDN,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Italian,ita-ITA,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Japanese,jpn-JPN,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Kazakh,kaz-KAZ,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Korean,kor-KOR,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Latvian,lav-LVA,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Lithuanian,lit-LTU,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Malay,msa-MYS,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Nynorsk,nno-NOR,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Polish,pol-POL,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Portuguese,por-PRT,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Russian,rus-KAZ,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Serbian / Serb,srp-SRB,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Slovak,slo-SVK,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Slovenian,slv-SVN,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Spanish,esp-ESP,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Swedish,swe-SWE,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Thai,tha-THA,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q012,Turkish,tur-TUR,,,,B,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q013,Albanian,sqi-ALB,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Arabic,ara-ARE,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Azerbaijani / Azeri,aze-QAZ,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Basque,eus-ESP,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Bokmål,nob-NOR,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Bosnian,bos-BIH,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Bulgarian,bul-BGR,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Catalan,cat-ESP,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Chinese,zho-CHN,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Croatian,hrv-HRV,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Czech,ces-CZE,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Danish,dan-DNK,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Dutch,nld-NLD,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,English,eng-CAN,What evidence do Carl Lipo and Terry Hunt present to support their theory of why the large trees of Rapa Nui disappeared?,"Did Polynesian Rats Destroy Rapa Nui’s Trees?
By Michael Kimball, Science Reporter
In 2005, Jared Diamond published Collapse. In the book, he described the human settlement of Rapa Nui (also called Easter Island).
The book caused a huge controversy soon after its publication. Many scientists questioned Diamond’s theory of what happened on Rapa Nui. They agreed that the huge trees had disappeared by the time Europeans first arrived on the island in the 18th century, but they did not agree with Jared Diamond’s theory about the cause of the disappearance.
Now, two scientists, Carl Lipo and Terry Hunt, have published a new theory. They believe that the Polynesian rat ate the seeds of the trees, preventing new ones from growing. The rat, they believe, was brought over either accidentally or purposefully on the canoes that the first human settlers used to land on Rapa Nui.
Studies have shown that a population of rats can double every 47 days. That’s a lot of rats to feed. To support their theory, Lipo and Hunt point to the remains of palm nuts that show the gnaw marks made by rats. Of course, they acknowledge that humans did play a role in the destruction of the forests of Rapa Nui. But they believe that the Polynesian rat was an even greater culprit among a series of factors.","[""A) The rats arrived on the island on settlers’ canoes."", ""B) The rats may have been brought by the settlers purposefully."", ""C) Rat populations can double every 47 days."", ""D) The remains of palm nuts show gnaw marks made by rats.""]",D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Estonian,est-EST,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Finnish,fin-FIN,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,French,fra-FRA,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Galician,glg-ESP,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Georgian,geo-GEO,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,German,deu-DEU,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Greek,ell-GRC,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Hebrew,heb-ISR,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Hungarian,hun-HUN,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Icelandic,isl-ISL,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Indonesian,ind-IDN,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Italian,ita-ITA,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Japanese,jpn-JPN,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Kazakh,kaz-KAZ,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Korean,kor-KOR,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Latvian,lav-LVA,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Lithuanian,lit-LTU,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Malay,msa-MYS,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Nynorsk,nno-NOR,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Polish,pol-POL,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Portuguese,por-PRT,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Russian,rus-KAZ,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Serbian / Serb,srp-SRB,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Slovak,slo-SVK,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Slovenian,slv-SVN,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Spanish,esp-ESP,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Swedish,swe-SWE,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Thai,tha-THA,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q013,Turkish,tur-TUR,,,,D,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Albanian,sqi-ALB,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Arabic,ara-ARE,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Azerbaijani / Azeri,aze-QAZ,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Basque,eus-ESP,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Bokmål,nob-NOR,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Bosnian,bos-BIH,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Bulgarian,bul-BGR,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Catalan,cat-ESP,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Chinese,zho-CHN,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Croatian,hrv-HRV,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Czech,ces-CZE,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Danish,dan-DNK,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Dutch,nld-NLD,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,English,eng-CAN,"According to the blog, when did the professor start her field work?","The Professor’s Blog
Posted May 23, 11:22 a.m.
As I look out of my window this morning, I see the landscape I have learned to love here on Rapa Nui, which is known in some places by the name Easter Island. The grasses and shrubs are green, the sky is blue, and the old, now extinct volcanoes rise up in the background.
I am a bit sad knowing that this is my last week on the island. I have finished my field work and will be returning home. Later today, I will take a walk through the hills and say good-bye to the moai that I have been studying for the past nine months. 
If you have been following my blog this year, then you know that the people of Rapa Nui carved these moai hundreds of years ago. These impressive moai had been carved in a single quarry on the eastern part of the island. Some of them weighed thousands of kilos, yet the people of Rapa Nui were able to move them to locations far away from the quarry without cranes or any heavy equipment.
For years, archeologists did not know how these massive statues were moved. It remained a mystery until the 1990s, when a team of archeologists and residents of Rapa Nui demonstrated that the moai could have been transported and raised using ropes made from plants and wooden rollers and tracks made from large trees that had once thrived on the island. The mystery of the moai was solved.
Another mystery remained, however. What happened to these plants and large trees that had been used to move the moai? As I said, when I look out of my window, I see grasses and shrubs and a small tree or two, but nothing that could have been used to move these huge statues. It is a fascinating puzzle, one that I will explore in future posts and lectures. Until then, you may wish to investigate the mystery yourself. I suggest you begin with a book called Collapse by Jared Diamond. This review of Collapse is a good place to start.","[""A) During the 1990s."", ""B) Nine months ago."", ""C) One year ago."", ""D) At the beginning of May.""]",B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Estonian,est-EST,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Finnish,fin-FIN,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,French,fra-FRA,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Galician,glg-ESP,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Georgian,geo-GEO,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,German,deu-DEU,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Greek,ell-GRC,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Hebrew,heb-ISR,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Hungarian,hun-HUN,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Icelandic,isl-ISL,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Indonesian,ind-IDN,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Italian,ita-ITA,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Japanese,jpn-JPN,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Kazakh,kaz-KAZ,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Korean,kor-KOR,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Latvian,lav-LVA,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Lithuanian,lit-LTU,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Malay,msa-MYS,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Nynorsk,nno-NOR,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Polish,pol-POL,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Portuguese,por-PRT,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Russian,rus-KAZ,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Serbian / Serb,srp-SRB,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Slovak,slo-SVK,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Slovenian,slv-SVN,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Spanish,esp-ESP,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Swedish,swe-SWE,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Thai,tha-THA,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q014,Turkish,tur-TUR,,,,B,mc,Reading,level 4,,"PISA 2018, reading, Rapa Nui"
q015,Albanian,sqi-ALB,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Arabic,ara-ARE,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Azerbaijani / Azeri,aze-QAZ,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Basque,eus-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Bokmål,nob-NOR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Bosnian,bos-BIH,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Bulgarian,bul-BGR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Catalan,cat-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Chinese,zho-CHN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Croatian,hrv-HRV,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Czech,ces-CZE,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Danish,dan-DNK,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Dutch,nld-NLD,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,English,eng-CAN,"Is the statement a fact or an opinion?
In the book, the author describes several civilizations that collapsed because of the choices they made and their impact on the environment.
One of the most disturbing examples in the book is Rapa Nui.
They carved the moai, the famous statues, and used the natural resources available to them to move these huge moai to different locations around the island.
When the first Europeans landed on Easter Island in 1722, the moai were still there, but the trees were gone.
The book is written well and deserves to be read by anyone who is concerned about the environment.","Review of Collapse
Jared Diamond’s new book, Collapse, is a clear warning about the consequences of damaging our environment. In the book, the author describes several civilizations that collapsed because of the choices they made and their impact on the environment. One of the most disturbing examples in the book is Rapa Nui.
According to the author, Rapa Nui was settled by Polynesians sometime after 700 CE. They developed a thriving society of, perhaps, 15 000 people. They carved the moai, the famous statues, and used the natural resources available to them to move these huge moai to different locations around the island. When the first Europeans landed on Rapa Nui in 1722, the moai were still there, but the trees were gone. The population was down to a few thousand people who were struggling to survive. Mr. Diamond writes that the people of Rapa Nui cleared the land for farming and other purposes and that they over-hunted the numerous species of sea and land birds that had lived on the island. He speculates that the dwindling natural resources led to civil wars and the collapse of Rapa Nui’s society.
The lesson of this wonderful but frightening book is that in the past, humans made the choice to destroy their environment by cutting down all the trees and hunting animal species to extinction. Optimistically, the author points out, we can choose not to make the same mistakes today. The book is written well and deserves to be read by anyone who is concerned about the environment.","[""A) Fact, Opinion, Fact, Fact, Opinion."", ""B) Opinion, Opinion, Fact, Fact, Opinion."", ""C) Fact, Opinion, Fact, Opinion, Opinion."", ""D) Fact, Opinion, Opinion, Fact, Opinion..""]",A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Estonian,est-EST,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Finnish,fin-FIN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,French,fra-FRA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Galician,glg-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Georgian,geo-GEO,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,German,deu-DEU,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Greek,ell-GRC,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Hebrew,heb-ISR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Hungarian,hun-HUN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Icelandic,isl-ISL,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Indonesian,ind-IDN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Italian,ita-ITA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Japanese,jpn-JPN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Kazakh,kaz-KAZ,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Korean,kor-KOR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Latvian,lav-LVA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Lithuanian,lit-LTU,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Malay,msa-MYS,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Nynorsk,nno-NOR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Polish,pol-POL,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Portuguese,por-PRT,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Russian,rus-KAZ,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Serbian / Serb,srp-SRB,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Slovak,slo-SVK,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Slovenian,slv-SVN,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Spanish,esp-ESP,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Swedish,swe-SWE,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Thai,tha-THA,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q015,Turkish,tur-TUR,,,,A,mc,Reading,level 5,,"PISA 2018, reading, Rapa Nui"
q016,Albanian,sqi-ALB,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Arabic,ara-ARE,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Azerbaijani / Azeri,aze-QAZ,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Basque,eus-ESP,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Bokmål,nob-NOR,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Bosnian,bos-BIH,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Bulgarian,bul-BGR,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Catalan,cat-ESP,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Chinese,zho-CHN,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Croatian,hrv-HRV,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Czech,ces-CZE,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Danish,dan-DNK,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
q016,Dutch,nld-NLD,,,,B,mc,Reading,level 1b,,"PISA 2018, reading, Cow's Milk"
